#h	SmapEntryID	QryContigID	RefcontigID1	RefcontigID2	QryStartPos	QryEndPos	RefStartPos	RefEndPos	Confidence	Type	XmapID1	XmapID2	LinkID	QryStartIdx	QryEndIdx	RefStartIdx	RefEndIdx	Zygosity	Genotype	GenotypeGroup	RawConfidence	RawConfidenceLeft	RawConfidenceRight	RawConfidenceCenter	SVsize	SVfreq	Orientation	VAF
399	1711	2	2	302407.8	302407.8	87052278.0	87511142.0	0.85	inversion	55	59	400	53	53	17571	17642	heterozygous	1	101	-1.0	69.74	76.21	-1.0	206177.0	0.083	NA	0.13
401	1741	2	2	287102.4	287102.4	87180593.0	87717319.0	0.83	inversion	56	60	402	47	47	17603	17677	heterozygous	2	101	-1.0	59.2	55.26	-1.0	128315.0	0.135	NA	0.13
495	1340	2	2	311159.3	313964.8	160224559.0	164132403.0	1.0	inversion	77	80	496	55	56	31683	32596	heterozygous	1	-1	-1.0	66.7	74.63	-1.0	297257.0	0.28600000000000003	NA	0.24
497	1560	2	2	11083.0	558010.2	160230889.0	160500364.0	-1.0	duplication_inverted	79	78	-1	1	137	31684	31753	unknown	-1	-1	-1.0	82.99	85.68	-1.0	269475.0	0.335	NA	0.07
602	1442	2	2	302029.4	306495.1	207352189.0	211991893.0	1.0	inversion	100	107	603	71	72	42189	43266	heterozygous	1	149	-1.0	86.23	92.16	-1.0	298846.0	0.193	NA	0.34
604	1441	2	2	302029.4	306495.1	207352189.0	211991893.0	1.0	inversion	101	106	605	71	72	42189	43266	heterozygous	1	149	-1.0	90.28	92.16	-1.0	298846.0	0.231	NA	0.34
606	1591	2	2	2504.9	468395.2	207357220.0	207589566.0	-1.0	duplication_inverted	102	104	-1	1	87	42190	42233	unknown	-1	-1	-1.0	52.81	77.59	-1.0	232346.0	0.147	NA	0.12
607	1592	2	2	1764.1	514425.0	207357220.0	207613000.0	-1.0	duplication_inverted	103	105	-1	1	106	42190	42244	unknown	-1	-1	-1.0	58.74	77.59	-1.0	255780.0	0.17	NA	0.09
1231	712	5	5	654546.3	994454.4	70107258.0	70107258.0	0.99	inversion	143	146	1232	142	203	13864	13864	heterozygous	1	-1	-1.0	168.44	324.29	-1.0	446192.0	0.223	NA	0.43
1234	711	5	5	789996.4	1129648.8	70107258.0	70107258.0	0.99	inversion	144	145	1235	163	224	13864	13864	heterozygous	1	-1	-1.0	198.81	324.72	-1.0	446192.0	0.238	NA	0.43
1236	711	5	5	560213.5	2130301.5	70537187.0	71108096.0	-1.0	duplication	145	147	-1	111	416	13950	14070	unknown	-1	-1	-1.0	324.72	203.39	-1.0	570909.0	0.465	NA	0.16
1237	712	5	5	424763.4	1994777.4	70537187.0	71108096.0	-1.0	duplication	146	148	-1	90	395	13950	14070	unknown	-1	-1	-1.0	324.29	202.39	-1.0	570909.0	0.426	NA	0.17
1616	1520	6	6	295581.3	300459.5	67562006.0	71505818.0	1.0	inversion	168	170	1617	59	60	13236	14098	heterozygous	1	379	-1.0	78.5	81.68	-1.0	283347.0	0.29600000000000004	NA	0.23
1618	1510	6	6	293599.5	296755.1	67858872.0	71792710.0	1.0	inversion	169	171	1619	71	72	13309	14161	heterozygous	2	379	-1.0	89.19	90.59	-1.0	292416.0	0.313	NA	0.23
1622	1321	6	6	-2250548.2	2864975.4	132597378.0	135150909.0	-1.0	duplication_split	174	176	-1	0	113	27624	28132	unknown	-1	-1	-1.0	77.53	63.02	-1.0	2553531.0	0.165	NA	0.2
1623	1322	6	6	-2252507.5	2863020.3	132597378.0	135150909.0	-1.0	duplication_split	175	177	-1	0	113	27624	28132	unknown	-1	-1	-1.0	73.92	63.02	-1.0	2553531.0	0.128	NA	0.16
1625	1571	6	6	40635.1	565049.9	135229973.0	135491218.0	-1.0	duplication_inverted	178	180	-1	13	129	28152	28211	unknown	-1	-1	-1.0	88.68	63.44	-1.0	261245.0	0.177	NA	0.19
1627	1572	6	6	19719.0	543768.3	135229973.0	135491218.0	-1.0	duplication_inverted	179	181	-1	5	121	28152	28211	unknown	-1	-1	-1.0	79.07	63.44	-1.0	261245.0	0.19	NA	0.21
2004	1302	8	8	304374.8	311713.7	100241350.0	103831826.0	1.0	inversion	207	212	2005	76	77	20014	20784	heterozygous	1	464	-1.0	60.68	86.04	-1.0	226455.0	0.222	NA	0.29
2006	1301	8	8	275341.9	282680.8	100308591.0	103831826.0	1.0	inversion	208	211	2007	67	68	20032	20784	heterozygous	2	464	-1.0	83.89	77.73	-1.0	293696.0	0.219	NA	0.29
2008	1600	8	8	14741.5	552519.8	103561170.0	103828724.0	-1.0	duplication_inverted	209	210	-1	2	125	20720	20783	unknown	-1	-1	-1.0	78.41	73.04	-1.0	267554.0	0.281	NA	0.36
2279	621	10	10	5592421.2	5592421.2	48034623.0	48060267.0	0.99	inversion	278	280	2280	991	991	9025	9033	heterozygous	1	-1	-1.0	247.82	72.05	-1.0	1043031.0	0.241	NA	0.26
2595	71	12	12	29354762.3	29365818.8	66611218.5	66622637.0	0.99	inversion	292	296	2596	5734	5735	13119	13120	heterozygous	1	597	-1.0	7263.78	728.09	-1.0	2619885.0	0.184	NA	0.9
2615	72	12	12	29356458.1	29367514.6	66611218.5	66622637.0	0.99	inversion	293	297	2616	5736	5737	13119	13120	heterozygous	1	597	-1.0	7273.31	725.8	-1.0	2619885.0	0.166	NA	0.9
