0	[0, 1, 2, 3, 4, 5]
1	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
2	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 42, 41, 40, 44, 45]
3	[32, 33, 34, 35, 36, 37]
4	[38, 39]
5	[46, 47]
6	[48, 49, 50, 51, 52, 53]
7	[54, 55]
8	[56, 57]
9	[58, 59, 60, 61, 62, 63]
10	[64, 65]
11	[66, 67]
12	[68, 69]
13	[70, 71, 72, 73, 74, 75]
14	[76, 77, 78, 82, 81, 80, 79, 83]
15	[84, 85]
16	[86, 87, 88, 89, 90, 91, 92, 93, 94, 95]
17	[96, 97]
18	[98, 99]
19	[100, 101, 102, 103, 104, 105]
20	[106, 107]
21	[108, 109, 110, 111, 112, 113]
