0	[0, 1]
1	[2, 3, 4, 5, 6, 7]
2	[8, 9, 10, 11, 12, 13, 14, 15]
3	[16, 17, 18, 19, 20, 21, 60, 59, 58, 57, 56, 55, 54, 61]
4	[22, 23]
5	[24, 25]
6	[26, 27]
7	[28, 29]
8	[30, 31]
9	[32, 33, 34, 35, 36, 51, 50, 49, 48, 43, 42, 41, 40, 38, 37, 39, 46, 45, 44, 47, 52, 53]
10	[62, 63]
11	[64, 65]
12	[66, 67]
13	[68, 69, 70, 72, 73, 71]
14	[74, 75, 76, 77, 78, 79]
15	[80, 81]
16	[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]
17	[92, 93]
18	[94, 95]
19	[96, 97, 98, 99, 100, 101, 102, 103, 104, 105]
20	[106, 107]
21	[108, 109]
22	[110, 111]
