0	1	0	2	H	[1]
1	1	248943333	2	T	[0]
2	2	22064	2	H	[3]
3	2	25651165	2	T	[2, 4, 6]
4	2	25683663.0	1	H	[3, 5]
5	2	31137513.0	1	T	[4, 6]
6	2	31154025	2	H	[3, 5, 7]
7	2	242175920	2	T	[6]
8	3	17438.0	2	H	[9]
9	3	108382413.0	2	T	[8, 10, 13]
10	3	108382414.0	2	H	[9, 11]
11	3	108539316.0	2	T	[10, 12]
12	3	108548862.0	3	H	[11, 13]
13	3	114828605.0	3	T	[9, 12, 14]
14	3	114840607.0	2	H	[13, 15]
15	3	198217553.0	2	T	[14]
16	4	0.0	2	H	[17]
17	4	170152548.0	2	T	[16, 18, 20]
18	4	170152549.0	2	H	[17, 19, 59]
19	4	175667576.0	2	T	[18, 20, 60]
20	4	175667577.0	2	H	[17, 19, 21]
21	4	190202564.0	2	T	[20]
22	5	0	2	H	[23]
23	5	181472714	2	T	[22]
24	6	0	2	H	[25]
25	6	170739897	2	T	[24]
26	7	0	2	H	[27]
27	7	159334984	2	T	[26]
28	8	0	2	H	[29]
29	8	145076125	2	T	[28]
30	9	0	2	H	[31]
31	9	138334464	2	T	[30]
32	10	0.0	2	H	[33]
33	10	13742348.25	2	T	[32, 34, 50]
34	10	13742349.25	2	H	[33, 35, 49]
35	10	18027741.5	2	T	[34, 36, 52]
36	10	18027742.5	2	H	[51, 35, 37]
37	10	24031596.5	2	T	[36, 38, 39]
38	10	24031597.5	2	H	[40, 37, 39]
39	10	28522405.0	2	T	[40, 37, 38]
40	10	28522406.0	2	H	[41, 38, 39]
41	10	32951077.0	2	T	[40, 42, 46]
42	10	32951078.0	2	H	[41, 43, 45]
43	10	35704770.0	2	T	[48, 42, 44]
44	10	35704771.0	2	H	[43, 45, 47]
45	10	97816034.0	2	T	[42, 44, 46]
46	10	97816035.0	2	H	[41, 45, 47]
47	10	103929893.5	2	T	[48, 44, 46]
48	10	103929894.5	2	H	[49, 43, 47]
49	10	105980881.5	2	T	[48, 50, 34]
50	10	105980882.5	2	H	[49, 51, 33]
51	10	113690141.0	2	T	[50, 52, 36]
52	10	113690142.0	2	H	[35, 51, 53]
53	10	133785266.0	2	T	[52]
54	11	62233	2	H	[55]
55	11	31681561	2	T	[56, 58, 54]
56	11	31686375.0	1	H	[57, 55]
57	11	32429995.0	1	T	[56, 58]
58	11	32431737.0	2	H	[57, 59, 55]
59	11	39561206.0	2	T	[58, 18, 60]
60	11	39561207.0	2	H	[19, 59, 61]
61	11	135068991.0	2	T	[60]
62	12	0	2	H	[63]
63	12	133263960	2	T	[62]
64	13	0	2	H	[65]
65	13	114352102	2	T	[64]
66	14	0	2	H	[67]
67	14	106873282	2	T	[66]
68	15	0.0	2	H	[69]
69	15	87771179.0	2	T	[68, 70, 71]
70	15	87771180.0	2	H	[72, 69, 71]
71	15	92844600.0	2	T	[72, 69, 70]
72	15	92844601.0	2	H	[73, 70, 71]
73	15	101976509.0	2	T	[72]
74	16	0.0	2	H	[75]
75	16	21500434.0	2	T	[74, 76, 77]
76	16	21500435.0	2	H	[75, 77]
77	16	22438802.0	2	T	[75, 76, 78]
78	16	22438803.0	2	H	[77, 79]
79	16	90224751.0	2	T	[78]
80	17	0	2	H	[81]
81	17	83246392	2	T	[80]
82	18	0.0	2	H	[83]
83	18	32381005.0	2	T	[82, 84, 85]
84	18	32381006.0	2	H	[83, 85, 86]
85	18	38886054.5	2	T	[83, 84, 86]
86	18	38886055.5	2	H	[84, 85, 87]
87	18	49268874.5	2	T	[88, 89, 86]
88	18	49268875.5	2	H	[89, 90, 87]
89	18	54712478.0	2	T	[88, 90, 87]
90	18	54712479.0	2	H	[88, 89, 91]
91	18	80256374.0	2	T	[90]
92	19	0	2	H	[93]
93	19	58605715	2	T	[92]
94	20	0	2	H	[95]
95	20	64333718	2	T	[94]
96	21	5015860	3	H	[97]
97	21	12282697	3	T	[96, 98]
98	21	12406577.0	3	H	[97, 99]
99	21	35218786.0	3	T	[98, 100]
100	21	35241424.0	3	H	[99, 101]
101	21	37218132.0	3	T	[100, 102]
102	21	37218852.0	3	H	[101, 103]
103	21	46429654.0	3	T	[104, 102]
104	21	46439509	2	H	[105, 103]
105	21	46696217	2	T	[104]
106	22	0	2	H	[107]
107	22	50805587	2	T	[106]
108	23	0	1	H	[109]
109	23	156025612	1	T	[108]
110	24	0	1	H	[111]
111	24	57212132	1	T	[110]
