chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248892676	q44	gneg	q44	Path1	+	1	True	243500000	248942320	gneg	0	Path1 : 1	1	q44	gneg	5442320	124446338.5
Path10 : der(11)t(2;11)	1	73792026	q13.4	gpos50	q13	Path10	+	11	False	70500000	73792025	gneg	0	Path10 : (11;2)	11	q13	gneg	10192025	36896013.5
Path10 : der(11)t(2;11)	73792026	74960085	p24.2	gneg	p24	Path10	+	2	True	17108122	18276181	gneg	0	Path10 : (11;2)	11	p24	gpos100	1168059	74376055.5
Path10 : der(11)t(2;11)	74960085	134409262	q25	gneg	q25	Path10	+	11	True	130900000	135069565	gneg	0	Path10 : (11;2)	11	q25	gneg	4169565	104684673.5
Path11 : 11	1	135069564	q25	gneg	q25	Path11	-	11	False	130900000	135069565	gneg	0	Path11 : 11	11	q25	gneg	4169565	67534782.5
Path12 : der(2)t(2;11)	1	17086058	p24.3	gpos75	p24	Path12	-	2	True	12000000	16500000	gpos75	0	Path12 : (2;11)	2	p24	gpos100	5108121	8543029.5
Path12 : der(2)t(2;11)	17086058	18914419	q13.4	gpos50	q13	Path12	-	11	True	73792026	75500000	gneg	0	Path12 : (2;11)	2	q13	gneg	1828361	18000238.5
Path12 : der(2)t(2;11)	18914419	244454952	q37.1	gneg	q37	Path12	-	2	True	230100000	234700000	gneg	0	Path12 : (2;11)	2	q37	gneg	12075920	131684685.5
Path13 : 4	1	190176732	q35.2	gpos25	q35	Path13	+	4	True	186200000	190196474	gneg	0	Path13 : 4	4	q35	gneg	7896474	95088366.5
Path14 : 4	1	189583571	q35.1	gneg	q35	Path14	-	4	True	182300000	186200000	gpos25	0	Path14 : 4	4	q35	gneg	7896474	94791786.0
Path15 : 5	1	181472715	q35.3	gneg	q35	Path15	+	5	False	177100000	181472714	gneg	0	Path15 : 5	5	q35	gneg	12472714	90736358.0
Path16 : 5	1	181472715	q35.1	gneg	q35	Path16	-	5	True	169000000	173300000	gneg	0	Path16 : 5	5	q35	gneg	12472714	90736358.0
Path17 : 6	1	170651866	q27	gneg	q27	Path17	+	6	True	164100000	170737419	gneg	0	Path17 : 6	6	q27	gneg	6637419	85325933.5
Path18 : 6	1	171784069	q27	gneg	q27	Path18	-	6	False	164100000	170737419	gneg	0	Path18 : 6	6	q27	gneg	6637419	85892035.0
Path19 : 7	1	159334985	q36.3	gneg	q36	Path19	+	7	False	155200000	159334984	gneg	0	Path19 : 7	7	q36	gneg	11134984	79667493.0
Path2 : 8	1	145076123	q24.3	gneg	q24	Path2	+	8	True	138900000	145076125	gneg	0	Path2 : 8	8	q24.3	gneg	6176125	72538062.0
Path20 : 7	1	159334985	q36.1	gneg	q36	Path20	-	7	True	148200000	152800000	gneg	0	Path20 : 7	7	q36	gneg	11134984	79667493.0
Path21 : 10	1	133785265	q26.3	gneg	q26	Path21	+	10	True	128800000	133785266	gneg	0	Path21 : 10	10	q26	gneg	16485266	66892633.0
Path22 : 10	1	133785265	q26.11	gneg	q26	Path22	-	10	True	117300000	119900000	gneg	0	Path22 : 10	10	q26	gneg	16485266	66892633.0
Path23 : 12	1	133263959	q24.33	gneg	q24	Path23	+	12	True	128700000	133263960	gneg	0	Path23 : 12	12	q24.3	gneg	12963960	66631980.0
