(0, 1, 2, 'S')
(1, 2, 0, 'R')
(3, 2, 1, 'S')
(3, 4, 0, 'R')
(4, 5, 1, 'S')
(5, 6, 0, 'R')
(6, 7, 2, 'S')
(8, 9, 2, 'S')
(10, 11, 2, 'S')
(11, 12, 0, 'R')
(12, 13, 3, 'S')
(13, 14, 0, 'R')
(14, 15, 2, 'S')
(16, 17, 2, 'S')
(19, 18, 2, 'S')
(19, 20, 0, 'R')
(21, 20, 2, 'S')
(21, 22, 0, 'R')
(22, 23, 2, 'S')
(25, 24, 2, 'S')
(25, 26, 0, 'R')
(27, 26, 2, 'S')
(27, 28, 0, 'R')
(28, 29, 2, 'S')
(30, 31, 2, 'S')
(32, 33, 2, 'S')
(33, 34, 0, 'R')
(34, 35, 3, 'S')
(35, 36, 0, 'R')
(37, 36, 2, 'S')
(37, 38, 0, 'R')
(38, 39, 2, 'S')
(39, 40, 0, 'R')
(40, 41, 1, 'S')
(41, 42, 0, 'R')
(42, 43, 2, 'S')
(44, 45, 2, 'S')
(47, 46, 2, 'S')
(47, 48, 0, 'R')
(49, 48, 2, 'S')
(49, 50, 0, 'R')
(50, 51, 2, 'S')
(52, 53, 2, 'S')
(54, 55, 2, 'S')
(55, 56, 0, 'R')
(56, 57, 3, 'S')
(57, 58, 0, 'R')
(58, 59, 2, 'S')
(60, 61, 2, 'S')
(63, 62, 2, 'S')
(63, 64, 0, 'R')
(65, 64, 2, 'S')
(65, 66, 0, 'R')
(66, 67, 2, 'S')
(69, 68, 2, 'S')
(69, 70, 0, 'R')
(71, 70, 2, 'S')
(71, 72, 0, 'R')
(72, 73, 2, 'S')
(73, 74, 0, 'R')
(74, 75, 3, 'S')
(75, 76, 0, 'R')
(76, 77, 2, 'S')
(78, 79, 2, 'S')
(79, 80, 0, 'R')
(80, 81, 3, 'S')
(81, 82, 0, 'R')
(82, 83, 2, 'S')
(84, 85, 2, 'S')
(86, 87, 2, 'S')
(88, 89, 2, 'S')
(90, 91, 2, 'S')
(92, 93, 2, 'S')
(94, 95, 2, 'S')
(95, 96, 0, 'R')
(96, 97, 3, 'S')
(97, 98, 0, 'R')
(98, 99, 2, 'S')
(101, 100, 2, 'S')
(101, 102, 0, 'R')
(102, 103, 2, 'S')
(104, 105, 0, 'S')
(1, 4, 0, 'SV')
(11, 13, 0, 'SV')
(12, 12, 0, 'SV')
(19, 21, 0, 'SV')
(20, 22, 0, 'SV')
(25, 70, 0, 'SV')
(26, 69, 0, 'SV')
(27, 72, 0, 'SV')
(28, 71, 0, 'SV')
(34, 38, 0, 'SV')
(47, 49, 0, 'SV')
(56, 57, 0, 'SV')
(64, 101, 0, 'SV')
(65, 102, 0, 'SV')
(74, 75, 0, 'SV')
(80, 81, 0, 'SV')
