0	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 56, 57, 58, 59, 64, 65, 66, 67, 26, 25, 24, 27, 28, 29, 30, 31, 32, 33, 34, 35, 68, 69, 63, 62, 60, 61, 55, 54, 12, 13]
1	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 79, 80, 81, 78, 77, 76]
2	[36, 37, 40, 41, 39, 38]
3	[42, 43]
4	[44, 45, 46, 50, 49, 48, 47, 51]
5	[52, 53]
6	[70, 71, 72, 73, 74, 75]
7	[82, 83, 84, 85, 86, 87]
8	[88, 89, 90, 91, 92, 93]
9	[94, 95]
10	[96, 97, 98, 99, 100, 101]
11	[102, 103, 104, 105, 106, 107]
12	[108, 109, 110, 111, 112, 113]
13	[114, 115]
14	[116, 117]
15	[118, 119]
16	[120, 121]
17	[122, 123]
18	[124, 125]
19	[126, 127]
