0	[0, 1, 2, 3, 4, 5]
1	[6, 7, 8, 9, 24, 25, 23, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 21, 20]
2	[26, 27]
3	[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]
4	[38, 39, 40, 41, 42, 43]
5	[44, 45]
6	[46, 47, 48, 49, 50, 51, 69, 68, 67, 66, 70, 71]
7	[52, 53]
8	[54, 55, 56, 57, 58, 59, 60, 61, 62, 63]
9	[64, 65]
10	[72, 73, 74, 75, 76, 77, 78, 79, 80, 81]
11	[82, 83]
12	[84, 85, 86, 87, 88, 89]
13	[90, 91, 92, 93, 94, 95]
14	[96, 97]
15	[98, 99, 100, 101, 104, 105, 103, 102]
16	[106, 107]
17	[108, 109]
18	[110, 111]
19	[112, 113]
20	[114, 115]
21	[116, 117]
