(0, 1, 2, 'S')
(2, 3, 2, 'S')
(3, 4, 0, 'R')
(4, 5, 1, 'S')
(5, 6, 0, 'R')
(6, 7, 2, 'S')
(7, 8, 0, 'R')
(8, 9, 3, 'S')
(9, 10, 0, 'R')
(10, 11, 2, 'S')
(11, 12, 0, 'R')
(13, 12, 1, 'S')
(13, 14, 0, 'R')
(15, 14, 1, 'S')
(15, 16, 0, 'R')
(16, 17, 1, 'S')
(17, 18, 0, 'R')
(18, 19, 2, 'S')
(19, 20, 0, 'R')
(20, 21, 3, 'S')
(21, 22, 0, 'R')
(22, 23, 2, 'S')
(24, 25, 2, 'S')
(26, 27, 2, 'S')
(27, 28, 0, 'R')
(28, 29, 3, 'S')
(29, 30, 0, 'R')
(30, 31, 2, 'S')
(32, 33, 2, 'S')
(35, 34, 2, 'S')
(35, 36, 0, 'R')
(37, 36, 2, 'S')
(37, 38, 0, 'R')
(38, 39, 2, 'S')
(40, 41, 2, 'S')
(42, 43, 2, 'S')
(43, 44, 0, 'R')
(45, 44, 1, 'S')
(45, 46, 0, 'R')
(46, 47, 1, 'S')
(47, 48, 0, 'R')
(48, 49, 2, 'S')
(50, 51, 2, 'S')
(53, 52, 2, 'S')
(53, 54, 0, 'R')
(55, 54, 2, 'S')
(55, 56, 0, 'R')
(56, 57, 2, 'S')
(57, 58, 0, 'R')
(58, 59, 1, 'S')
(59, 60, 0, 'R')
(60, 61, 2, 'S')
(62, 63, 2, 'S')
(64, 65, 2, 'S')
(65, 66, 0, 'R')
(66, 67, 1, 'S')
(67, 68, 0, 'R')
(68, 69, 2, 'S')
(69, 70, 0, 'R')
(70, 71, 1, 'S')
(71, 72, 0, 'R')
(73, 72, 2, 'S')
(73, 74, 0, 'R')
(74, 75, 2, 'S')
(76, 77, 2, 'S')
(79, 78, 2, 'S')
(79, 80, 0, 'R')
(81, 80, 2, 'S')
(81, 82, 0, 'R')
(82, 83, 2, 'S')
(84, 85, 2, 'S')
(86, 87, 2, 'S')
(87, 88, 0, 'R')
(88, 89, 3, 'S')
(89, 90, 0, 'R')
(91, 90, 2, 'S')
(91, 92, 0, 'R')
(92, 93, 2, 'S')
(94, 95, 2, 'S')
(96, 97, 2, 'S')
(98, 99, 2, 'S')
(100, 101, 2, 'S')
(102, 103, 2, 'S')
(104, 105, 2, 'S')
(106, 107, 1, 'S')
(108, 109, 1, 'S')
(3, 6, 0, 'SV')
(8, 9, 0, 'SV')
(13, 16, 0, 'SV')
(20, 21, 0, 'SV')
(28, 28, 0, 'SV')
(37, 82, 0, 'SV')
(38, 81, 0, 'SV')
(35, 80, 0, 'SV')
(36, 79, 0, 'SV')
(43, 46, 0, 'SV')
(57, 60, 0, 'SV')
(53, 55, 0, 'SV')
(65, 68, 0, 'SV')
(69, 72, 0, 'SV')
(73, 75, 0, 'SV')
(88, 92, 0, 'SV')
(89, 89, 0, 'SV')
