0	[0, 1, 2, 3, 109, 108, 107, 106, 110, 111]
1	[4, 5, 8, 9, 10, 11, 7, 6]
2	[12, 13, 14, 15, 16, 17, 18, 19]
3	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
4	[30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 49, 48, 47, 50, 51, 46]
5	[44, 45]
6	[52, 53]
7	[54, 55]
8	[56, 57, 58, 59, 60, 61, 62, 64, 65, 63]
9	[66, 67, 68, 69, 70, 71]
10	[72, 73]
11	[74, 75]
12	[76, 77]
13	[78, 79, 80, 81, 82, 83]
14	[84, 85]
15	[86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
16	[100, 101]
17	[102, 103]
18	[104, 105]
19	[112, 113, 114, 115, 116, 117]
20	[118, 119]
