0	[0, 1]
1	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 15]
2	[18, 19]
3	[20, 21, 22, 23]
4	[24, 25]
5	[26, 27]
6	[28, 29]
7	[30, 31]
8	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]
9	[44, 45, 46, 47, 48, 49]
10	[50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 101, 100, 99, 98, 102, 103]
11	[60, 61, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 76, 75, 62, 63, 77]
12	[78, 79]
13	[80, 81, 82, 83, 84, 85]
14	[86, 87, 88, 89, 90, 91]
15	[92, 93]
16	[94, 95]
17	[96, 97]
18	[104, 105]
19	[106, 107]
20	[108, 109]
21	[110, 111]
