0	[0, 1, 2, 3, 56, 57, 55, 54, 53, 52, 51, 50, 4, 5]
1	[6, 7, 8, 9, 10, 11, 12, 16, 17, 15, 14, 13]
2	[18, 19]
3	[20, 21]
4	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]
5	[36, 37]
6	[38, 39, 40, 41, 42, 43, 44, 45, 46, 47]
7	[48, 49]
8	[58, 59, 60, 61, 62, 63]
9	[64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 80, 81, 82, 83, 84, 85, 79, 76, 77, 78]
10	[86, 87]
11	[88, 89]
12	[90, 91]
13	[92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]
14	[110, 111]
15	[112, 113]
16	[114, 115]
17	[116, 117]
18	[118, 119]
19	[120, 121, 122, 123, 124, 125]
20	[126, 127]
21	[128, 129]
