chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248943334	q44	gneg	q44	Path1	+	1	False	243500000	248943333	gneg	0	Path1 : 1	1	q44	gneg	5443333	124471667.5
Path10 : 4	1	190202563	q35.2	gpos25	q35	Path10	+	4	True	186200000	190202564	gneg	0	Path10 : 4	4	q35	gneg	7902564	95101282.0
Path11 : 5	1	181472715	q35.3	gneg	q35	Path11	+	5	False	177100000	181472714	gneg	0	Path11 : 5	5	q35	gneg	12472714	90736358.0
Path12 : 5	1	181472715	q35.1	gneg	q35	Path12	-	5	True	169000000	173300000	gneg	0	Path12 : 5	5	q35	gneg	12472714	90736358.0
Path13 : 6	1	170739898	q27	gneg	q27	Path13	+	6	False	164100000	170739897	gneg	0	Path13 : 6	6	q27	gneg	6639897	85369949.5
Path14 : 6	1	170739898	q27	gneg	q27	Path14	-	6	False	164100000	170739897	gneg	0	Path14 : 6	6	q27	gneg	6639897	85369949.5
Path15 : 7	1	159334985	q36.3	gneg	q36	Path15	+	7	False	155200000	159334984	gneg	0	Path15 : 7	7	q36	gneg	11134984	79667493.0
Path16 : 7	1	159334985	q36.1	gneg	q36	Path16	-	7	True	148200000	152800000	gneg	0	Path16 : 7	7	q36	gneg	11134984	79667493.0
Path17 : 8	1	145076126	q24.3	gneg	q24	Path17	+	8	False	138900000	145076125	gneg	0	Path17 : 8	8	q24.3	gneg	6176125	72538063.5
Path18 : 8	1	145076126	q24.3	gneg	q24	Path18	-	8	False	138900000	145076125	gneg	0	Path18 : 8	8	q24.3	gneg	6176125	72538063.5
Path19 : 9	1	138334465	q34.3	gneg	q34	Path19	+	9	False	134500000	138334464	gneg	0	Path19 : 9	9	q34	gneg	10834464	69167233.0
Path2 : 1	1	248943334	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : 1	1	q44	gneg	5443333	124471667.5
Path20 : 9	1	138334465	q34.11	gneg	q34	Path20	-	9	True	127500000	130600000	gneg	0	Path20 : 9	9	q34	gneg	10834464	69167233.0
Path21 : 10	1	133785257	q26.3	gneg	q26	Path21	+	10	True	128800000	133785266	gneg	0	Path21 : 10	10	q26	gneg	16485266	66892629.0
Path22 : 10	1	133785257	q26.11	gneg	q26	Path22	-	10	True	117300000	119900000	gneg	0	Path22 : 10	10	q26	gneg	16485266	66892629.0
Path23 : 12	1	133263961	q24.33	gneg	q24	Path23	+	12	False	128700000	133263960	gneg	0	Path23 : 12	12	q24.3	gneg	12963960	66631981.0
Path24 : 12	1	133263961	q24.31	gneg	q24	Path24	-	12	True	120300000	125400000	gneg	0	Path24 : 12	12	q24.3	gneg	12963960	66631981.0
Path25 : 13	1	114352103	q34	gneg	q34	Path25	+	13	False	109600000	114352102	gneg	0	Path25 : 13	13	q34	gneg	4752102	57176052.0
Path26 : 13	1	114352103	q34	gneg	q34	Path26	-	13	False	109600000	114352102	gneg	0	Path26 : 13	13	q34	gneg	4752102	57176052.0
Path27 : 14	1	106873283	q32.33	gneg	q32	Path27	+	14	False	103500000	106873282	gneg	0	Path27 : 14	14	q32	gneg	17573282	53436642.0
Path28 : 14	1	106873283	q32.11	gneg	q32	Path28	-	14	True	89300000	91400000	gneg	0	Path28 : 14	14	q32	gneg	17573282	53436642.0
Path29 : 15	1	101976508	q26.3	gneg	q26	Path29	+	15	True	98000000	101976509	gneg	0	Path29 : 15	15	q26.3	gneg	3976509	50988254.5
Path3 : 2	1	242104847	q37.3	gneg	q37	Path3	+	2	True	236400000	242175920	gneg	0	Path3 : 2	2	q37	gneg	12075920	121052424.0
Path30 : 15	1	101976508	q26.3	gneg	q26	Path30	-	15	False	98000000	101976509	gneg	0	Path30 : 15	15	q26.3	gneg	3976509	50988254.5
Path31 : 16	1	90224750	q24.3	gneg	q24	Path31	+	16	True	88700000	90224751	gneg	0	Path31 : 16	16	q24	gneg	6124751	45112375.5
Path32 : 16	1	90224750	q24.1	gneg	q24	Path32	-	16	True	84100000	87000000	gneg	0	Path32 : 16	16	q24	gneg	6124751	45112375.5
Path33 : 17	1	83246393	q25.3	gneg	q25	Path33	+	17	False	77200000	83246392	gneg	0	Path33 : 17	17	q25	gneg	10346392	41623197.0
Path34 : 17	1	83246393	q25.1	gneg	q25	Path34	-	17	True	72900000	76800000	gneg	0	Path34 : 17	17	q25	gneg	10346392	41623197.0
Path35 : 18	1	80256371	q23	gneg	q23	Path35	+	18	True	75400000	80256374	gneg	0	Path35 : 18	18	q23	gneg	4856374	40128186.0
Path36 : 18	1	80256371	q23	gneg	q23	Path36	-	18	False	75400000	80256374	gneg	0	Path36 : 18	18	q23	gneg	4856374	40128186.0
Path37 : 19	1	58605716	q13.43	gpos25	q13	Path37	+	19	False	55800000	58605715	gneg	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 19	1	58605716	q13.41	gpos25	q13	Path38	-	19	True	50900000	53100000	gpos25	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 20	1	64333719	q13.33	gneg	q13	Path39	+	20	False	59700000	64333718	gneg	0	Path39 : 20	20	q13.3	gneg	7933718	32166860.0
Path4 : 2	1	236650997	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : 2	2	q37	gneg	12075920	118325499.0
Path40 : 20	1	64333719	q13.31	gneg	q13	Path40	-	20	True	56400000	57800000	gneg	0	Path40 : 20	20	q13.3	gneg	7933718	32166860.0
Path41 : 21	1	41523265	q22.3	gneg	q22	Path41	+	21	True	46439509	46696217	gneg	0	Path41 : 21	21	q22	gneg	16463004	20761633.0
Path42 : 21	1	41523265	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16463004	20761633.0
Path43 : 21	1	41266557	q22.3	gneg	q22	Path43	+	21	True	41200000	46429654	gneg	0	Path43 : 21	21	q22	gneg	16206296	20633279.0
Path44 : 22	1	50805588	q13.33	gneg	q13	Path44	+	22	False	49100000	50805587	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : 22	1	50805588	q13.1	gneg	q13	Path45	-	22	True	37200000	40600000	gneg	0	Path45 : 22	22	q13	gneg	13605587	25402794.5
Path46 : X	1	156025613	q28	gneg	q28	Path46	+	X	False	148000000	156025612	gneg	0	Path46 : X	23	q28	gneg	8025612	78012807.0
Path47 : Y	1	57212133	q12	gvar	q12	Path47	+	Y	False	26600000	57212132	gvar	0	Path47 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 3	1	198178567	q29	gneg	q29	Path5	+	3	True	192600000	198217553	gneg	0	Path5 : 3	3	q29	gneg	5617553	99089284.0
Path6 : 3	1	204458310	q29	gneg	q29	Path6	-	3	False	192600000	198217553	gneg	0	Path6 : 3	3	q29	gneg	5617553	102229155.5
Path7 : 11	1	135000202	q25	gneg	q25	Path7	-	11	False	130900000	135068991	gneg	0	Path7 : 11	11	q25	gneg	4168991	67500101.5
Path8 : 4	1	184687536	q35.1	gneg	q35	Path8	-	4	True	182300000	186200000	gpos25	0	Path8 : 4	4	q35	gneg	7902564	92343768.5
Path9 : der(11)t(4;11)	1	38748798	p12	gpos100	p12	Path9	+	11	True	36400000	39561206	gpos100	0	Path9 : (11;4)	11	p12	gpos100	3161206	19374399.5
Path9 : der(11)t(4;11)	38748798	44263825	q34.2	gneg	q34	Path9	+	4	True	175400000	175667576	gpos75	0	Path9 : (11;4)	11	q34	gpos100	4667576	41506311.5
Path9 : der(11)t(4;11)	44263825	139771609	q25	gneg	q25	Path9	+	11	True	130900000	135068991	gneg	0	Path9 : (11;4)	11	q25	gneg	4168991	92017717.0
