chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248912453	q44	gneg	q44	Path1	+	1	True	243500000	248942320	gneg	0	Path1 : 1	1	q44	gneg	5442320	124456227.0
Path10 : 8	1	137058720	q24.3	gneg	q24	Path10	+	8	True	138900000	145076125	gneg	0	Path10 : 8	8	q24.3	gneg	6176125	68529360.5
Path11 : der(5)t(5;8)	1	101909087	q21.1	gpos100	q21	Path11	-	5	True	98900000	101929010	gpos100	0	Path11 : (5;8)	5	q21	gpos100	3029010	50954544.0
Path11 : der(5)t(5;8)	101909087	147846758	q24.3	gneg	q24	Path11	-	8	False	138900000	145076125	gneg	0	Path11 : (5;8)	5	q24.3	gneg	6176125	124877922.5
Path12 : 7	1	154559378	q36.1	gneg	q36	Path12	-	7	True	148200000	152800000	gneg	0	Path12 : 7	7	q36	gneg	11129464	77279689.5
Path13 : der(8)t(5;7;8)	1	107155857	q23.1	gpos75	q23	Path13	-	8	True	105100000	107155857	gpos75	0	Path13 : (8;5;7)	8	q23	gpos100	2055857	53577929.0
Path13 : der(8)t(5;7;8)	107155857	130891602	q23.1	gpos100	q23	Path13	-	5	True	115900000	122100000	gneg	0	Path13 : (8;5;7)	8	q23	gpos100	9764756	119023729.5
Path13 : der(8)t(5;7;8)	130891602	134578949	p12.3	gpos75	p12	Path13	+	7	True	48623573	48718524	gpos75	0	Path13 : (8;5;7)	8	p12	gpos75	1891149	132735275.5
Path13 : der(8)t(5;7;8)	134578949	135684970	q23.2	gneg	q23	Path13	+	5	True	125562596	125666047	gneg	0	Path13 : (8;5;7)	8	q23	gpos100	1106021	135131959.5
Path13 : der(8)t(5;7;8)	135684970	143217426	p11.2	gneg	p11	Path13	-	7	True	53900000	56250981	gneg	0	Path13 : (8;5;7)	8	p11.2	gneg	2350981	139451198.0
Path13 : der(8)t(5;7;8)	143217426	192359669	q35.1	gneg	q35	Path13	-	5	True	169000000	173300000	gneg	0	Path13 : (8;5;7)	8	q35	gneg	12466351	167788547.5
Path14 : 6	1	170649421	q27	gneg	q27	Path14	+	6	True	164100000	170737419	gneg	0	Path14 : 6	6	q27	gneg	6637419	85324711.0
Path15 : der(15)t(6;15)	1	64654520	q22.1	gneg	q22	Path15	-	15	True	58800000	59000000	gneg	0	Path15 : (6;15)	15	q22	gneg	5854519	32327260.5
Path15 : der(15)t(6;15)	64654520	132178073	q27	gneg	q27	Path15	-	6	False	164100000	170737419	gneg	0	Path15 : (6;15)	15	q27	gneg	6637419	98416296.5
Path16 : 15	1	101976509	q26.3	gneg	q26	Path16	+	15	True	98000000	101976509	gneg	0	Path16 : 15	15	q26.3	gneg	3976509	50988255.0
Path17 : der(6)t(6;15)	1	113274664	q21	gneg	q21	Path17	-	6	True	105000000	108774129	gneg	0	Path17 : (6;15)	6	q21	gneg	8353154	56637332.5
Path17 : der(6)t(6;15)	113274664	150596653	q26.3	gneg	q26	Path17	-	15	False	98000000	101976509	gneg	0	Path17 : (6;15)	6	q26.3	gneg	3976509	131935658.5
Path18 : 9	1	138334465	q34.3	gneg	q34	Path18	+	9	False	134500000	138334464	gneg	0	Path18 : 9	9	q34	gneg	10834464	69167233.0
Path19 : 9	1	138334465	q34.11	gneg	q34	Path19	-	9	True	127500000	130600000	gneg	0	Path19 : 9	9	q34	gneg	10834464	69167233.0
Path2 : 1	1	241020915	q44	gneg	q44	Path2	-	1	False	243500000	248942320	gneg	0	Path2 : 1	1	q44	gneg	5442320	120510458.0
Path20 : 10	1	133785263	q26.3	gneg	q26	Path20	+	10	True	128800000	133785266	gneg	0	Path20 : 10	10	q26	gneg	16485266	66892632.0
Path21 : 10	1	133785263	q26.11	gneg	q26	Path21	-	10	True	117300000	119900000	gneg	0	Path21 : 10	10	q26	gneg	16485266	66892632.0
Path22 : 11	1	134998390	q25	gneg	q25	Path22	+	11	True	130900000	135068991	gneg	0	Path22 : 11	11	q25	gneg	4168991	67499195.5
Path23 : 11	1	132827124	q25	gneg	q25	Path23	-	11	False	130900000	135068991	gneg	0	Path23 : 11	11	q25	gneg	4168991	66413562.5
Path24 : 12	1	133263961	q24.33	gneg	q24	Path24	+	12	False	128700000	133263960	gneg	0	Path24 : 12	12	q24.3	gneg	12963960	66631981.0
Path25 : 12	1	133263961	q24.31	gneg	q24	Path25	-	12	True	120300000	125400000	gneg	0	Path25 : 12	12	q24.3	gneg	12963960	66631981.0
Path26 : 13	1	114352103	q34	gneg	q34	Path26	+	13	False	109600000	114352102	gneg	0	Path26 : 13	13	q34	gneg	4752102	57176052.0
Path27 : 13	1	114352103	q34	gneg	q34	Path27	-	13	False	109600000	114352102	gneg	0	Path27 : 13	13	q34	gneg	4752102	57176052.0
Path28 : 14	1	106873283	q32.33	gneg	q32	Path28	+	14	False	103500000	106873282	gneg	0	Path28 : 14	14	q32	gneg	17573282	53436642.0
Path29 : 14	1	106873283	q32.11	gneg	q32	Path29	-	14	True	89300000	91400000	gneg	0	Path29 : 14	14	q32	gneg	17573282	53436642.0
Path3 : 2	1	475020230	q37.1	gneg	q37	Path3	-	2	True	230100000	234700000	gneg	0	Path3 : 2	2	q37	gneg	12081357	237510115.5
Path30 : 16	1	90224752	q24.3	gneg	q24	Path30	+	16	False	88700000	90224751	gneg	0	Path30 : 16	16	q24	gneg	6124751	45112376.5
Path31 : 16	1	90224752	q24.1	gneg	q24	Path31	-	16	True	84100000	87000000	gneg	0	Path31 : 16	16	q24	gneg	6124751	45112376.5
Path32 : 17	1	83246393	q25.3	gneg	q25	Path32	+	17	False	77200000	83246392	gneg	0	Path32 : 17	17	q25	gneg	10346392	41623197.0
Path33 : 17	1	83246393	q25.1	gneg	q25	Path33	-	17	True	72900000	76800000	gneg	0	Path33 : 17	17	q25	gneg	10346392	41623197.0
Path34 : 18	1	80256375	q23	gneg	q23	Path34	+	18	False	75400000	80256374	gneg	0	Path34 : 18	18	q23	gneg	4856374	40128188.0
Path35 : 18	1	80256375	q23	gneg	q23	Path35	-	18	False	75400000	80256374	gneg	0	Path35 : 18	18	q23	gneg	4856374	40128188.0
Path36 : 19	1	58605716	q13.43	gpos25	q13	Path36	+	19	False	55800000	58605715	gneg	0	Path36 : 19	19	q13.4	gpos25	7705715	29302858.5
