chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248792295	q44	gneg	q44	Path1	+	1	True	243500000	248942320	gneg	0	Path1 : 1	1	q44	gneg	5442320	124396148.0
Path10 : 4	1	190202565	q35.2	gpos25	q35	Path10	+	4	False	186200000	190202564	gneg	0	Path10 : 4	4	q35	gneg	7902564	95101283.0
Path11 : 4	1	190202565	q35.1	gneg	q35	Path11	-	4	True	182300000	186200000	gpos25	0	Path11 : 4	4	q35	gneg	7902564	95101283.0
Path12 : 5	1	181378271	q35.3	gneg	q35	Path12	+	5	True	181308173	181466351	gneg	0	Path12 : 5	5	q35	gneg	12460169	90689136.0
Path13 : 5	1	392411	p15.33	gneg	p15	Path13	-	5	True	19924	254156	gneg	2	Path13 : 5	5	p15.3	gneg	234232	196206.0
Path14 : 6	1	341273239	q27	gneg	q27	Path14	-	6	True	168446971	170739897	gneg	0	Path14 : 6	6	q27	gneg	2292926	170636620.0
Path15 : 8	1	145076126	q24.3	gneg	q24	Path15	+	8	False	138900000	145076125	gneg	0	Path15 : 8	8	q24.3	gneg	6176125	72538063.5
Path16 : 8	1	145076126	q24.3	gneg	q24	Path16	-	8	False	138900000	145076125	gneg	0	Path16 : 8	8	q24.3	gneg	6176125	72538063.5
Path17 : 9	1	138334465	q34.3	gneg	q34	Path17	+	9	False	134500000	138334464	gneg	0	Path17 : 9	9	q34	gneg	10834464	69167233.0
Path18 : 9	1	138334465	q34.11	gneg	q34	Path18	-	9	True	127500000	130600000	gneg	0	Path18 : 9	9	q34	gneg	10834464	69167233.0
Path19 : 10	1	133785265	q26.3	gneg	q26	Path19	+	10	True	128800000	133785266	gneg	0	Path19 : 10	10	q26	gneg	16485266	66892633.0
Path2 : 1	1	248792295	q44	gneg	q44	Path2	-	1	False	243500000	248942320	gneg	0	Path2 : 1	1	q44	gneg	5442320	124396148.0
Path20 : 10	1	133785265	q26.11	gneg	q26	Path20	-	10	True	117300000	119900000	gneg	0	Path20 : 10	10	q26	gneg	16485266	66892633.0
Path21 : 11	1	135069566	q25	gneg	q25	Path21	+	11	False	130900000	135069565	gneg	0	Path21 : 11	11	q25	gneg	4169565	67534783.5
Path22 : 11	1	135069566	q25	gneg	q25	Path22	-	11	False	130900000	135069565	gneg	0	Path22 : 11	11	q25	gneg	4169565	67534783.5
Path23 : 12	1	133263961	q24.33	gneg	q24	Path23	+	12	False	128700000	133263960	gneg	0	Path23 : 12	12	q24.3	gneg	12963960	66631981.0
Path24 : 12	1	133263961	q24.31	gneg	q24	Path24	-	12	True	120300000	125400000	gneg	0	Path24 : 12	12	q24.3	gneg	12963960	66631981.0
Path25 : 13	1	98331922	q34	gneg	q34	Path25	+	13	True	109600000	114350910	gneg	0	Path25 : 13	13	q34	gneg	4750910	49165961.5
Path26 : der(16)t(13;16)	1	59096885	q21	gpos100	q21	Path26	-	16	True	57300000	59096887	gpos100	0	Path26 : (16;13)	16	q21	gpos100	1796887	29548443.0
Path26 : der(16)t(13;16)	59096885	75165888	q34	gneg	q34	Path26	-	13	False	109600000	114350910	gneg	0	Path26 : (16;13)	16	q34	gneg	4750910	67131386.5
Path27 : 16	1	84166580	q24.3	gneg	q24	Path27	+	16	True	88700000	90224751	gneg	0	Path27 : 16	16	q24	gneg	6124751	42083290.5
Path28 : der(13)t(13;16)	1	89542661	q32.1	gneg	q32	Path28	-	13	True	94400000	97500000	gpos25	0	Path28 : (13;16)	13	q32	gneg	3881906	44771331.0
Path28 : der(13)t(13;16)	89542661	126728692	q24.1	gneg	q24	Path28	-	16	True	84100000	87000000	gneg	0	Path28 : (13;16)	13	q24	gneg	6124751	108135676.5
Path29 : 14	1	90838348	q32.33	gneg	q32	Path29	+	14	True	104174802	106860576	gneg	0	Path29 : 14	14	q32	gneg	17548708	45419174.5
