(14, 15, 2, 'S')
(15, 16, 2, 'R')
(16, 17, 1, 'SV')
(16, 17, 3, 'S')
(17, 18, 2, 'R')
(19, 18, 2, 'S')
(19, 20, 1, 'R')
(19, 23, 1, 'SV')
(20, 21, 2, 'S')
(21, 22, 1, 'R')
(22, 23, 3, 'S')
(23, 24, 2, 'R')
(25, 24, 2, 'S')
(25, 26, 1, 'R')
(25, 48, 1, 'SV')
(26, 27, 2, 'S')
(26, 49, 1, 'SV')
(49, 48, 2, 'S')
(49, 50, 1, 'R')
(47, 48, 1, 'R')
(47, 50, 1, 'SV')
(47, 46, 2, 'S')
(50, 51, 2, 'S')
(51, 52, 2, 'R')
(52, 53, 3, 'S')
(53, 54, 3, 'R')
(54, 55, 3, 'S')
(55, 56, 1, 'R')
(55, 61, 2, 'SV')
(56, 57, 5, 'S')
(57, 58, 5, 'R')
(58, 59, 6, 'S')
(59, 60, 5, 'R')
(60, 61, 5, 'S')
(61, 62, 3, 'R')
(62, 63, 3, 'S')
(63, 64, 3, 'R')
(64, 65, 3, 'S')
(65, 66, 3, 'R')
(66, 67, 3, 'S')
(67, 68, 2, 'R')
(68, 69, 2, 'S')
(22, 22, 1, 'SV')
(56, 56, 2, 'SV')
(20, 21, 1, 'D')
(52, 58, 1, 'D')
(59, 67, 1, 'D')
