(43, 42, 2, 'S')
(43, 72, 1, 'SV')
(43, 44, 1, 'R')
(73, 72, 2, 'S')
(71, 72, 1, 'R')
(73, 74, 1, 'R')
(46, 73, 1, 'SV')
(74, 75, 2, 'S')
(45, 74, 1, 'SV')
(45, 44, 2, 'S')
(45, 46, 1, 'R')
(44, 71, 1, 'SV')
(71, 70, 2, 'S')
(69, 70, 2, 'R')
(68, 69, 2, 'S')
(67, 68, 2, 'R')
(66, 67, 2, 'S')
(47, 46, 2, 'S')
(47, 48, 1, 'R')
(47, 50, 1, 'SV')
(49, 48, 2, 'S')
(48, 59, 1, 'SV')
(49, 50, 1, 'R')
(49, 60, 1, 'SV')
(50, 51, 2, 'S')
(59, 60, 1, 'R')
(61, 60, 2, 'S')
(59, 58, 2, 'S')
(61, 62, 1, 'R')
(61, 63, 1, 'SV')
(62, 64, 1, 'SV')
(63, 62, 2, 'S')
(64, 65, 2, 'S')
(63, 64, 1, 'R')
