chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248943332	q44	gneg	q44	Path1	+	1	True	243500000	248943333	gneg	0	Path1 : 1	1	q44	gneg	5443333	124471666.5
Path10 : 5	1	175214144	q35.1	gneg	q35	Path10	-	5	True	169000000	173300000	gneg	0	Path10 : 5	5	q35	gneg	12466351	87607072.5
Path11 : 6	1	170654316	q27	gneg	q27	Path11	+	6	True	164100000	170737419	gneg	0	Path11 : 6	6	q27	gneg	6637419	85327158.5
Path12 : 6	1	174905564	q27	gneg	q27	Path12	-	6	False	164100000	170737419	gneg	0	Path12 : 6	6	q27	gneg	6637419	87452782.5
Path13 : 7	1	159334985	q36.3	gneg	q36	Path13	+	7	False	155200000	159334984	gneg	0	Path13 : 7	7	q36	gneg	11134984	79667493.0
Path14 : 7	1	159334985	q36.1	gneg	q36	Path14	-	7	True	148200000	152800000	gneg	0	Path14 : 7	7	q36	gneg	11134984	79667493.0
Path15 : 8	1	145076124	q24.3	gneg	q24	Path15	+	8	True	138900000	145076125	gneg	0	Path15 : 8	8	q24.3	gneg	6176125	72538062.5
Path16 : der(12)t(8;12)	1	81581607	q21.1	gpos75	q21	Path16	-	12	True	71100000	75300000	gneg	0	Path16 : (12;8)	12	q21	gpos100	10481606	40790804.0
Path16 : der(12)t(8;12)	81581607	103730656	q24.3	gneg	q24	Path16	-	8	False	138900000	145076125	gneg	0	Path16 : (12;8)	12	q24.3	gneg	6176125	92656131.5
Path17 : der(12)t(8;12)	1	75579874	q21.2	gneg	q21	Path17	+	12	False	75300000	75579873	gneg	0	Path17 : (12;8)	12	q21	gpos100	4479873	37789937.5
Path17 : der(12)t(8;12)	75579874	82179768	q24.13	gneg	q24	Path17	+	8	True	121500000	122927075	gneg	0	Path17 : (12;8)	12	q24.1	gneg	6227075	78879821.0
Path17 : der(12)t(8;12)	82179768	133862120	q24.33	gneg	q24	Path17	+	12	True	128700000	133263960	gneg	0	Path17 : (12;8)	12	q24.3	gneg	12963960	108020944.0
Path18 : der(8)t(8;12)	1	116327181	q23.1	gpos75	q23	Path18	-	8	True	105100000	109500000	gpos100	0	Path18 : (8;12)	8	q23	gpos100	11227180	58163591.0
Path18 : der(8)t(8;12)	116327181	174011266	q24.31	gneg	q24	Path18	-	12	True	120300000	125400000	gneg	0	Path18 : (8;12)	8	q24.3	gneg	12963960	145169223.5
Path19 : 9	1	138334465	q34.3	gneg	q34	Path19	+	9	False	134500000	138334464	gneg	0	Path19 : 9	9	q34	gneg	10834464	69167233.0
Path2 : 1	1	248943332	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : 1	1	q44	gneg	5443333	124471666.5
Path20 : 9	1	138334465	q34.11	gneg	q34	Path20	-	9	True	127500000	130600000	gneg	0	Path20 : 9	9	q34	gneg	10834464	69167233.0
Path21 : 10	1	133728534	q26.3	gneg	q26	Path21	+	10	True	128800000	133778994	gneg	0	Path21 : 10	10	q26	gneg	16448441	66864267.5
Path22 : 10	1	142590161	q26.11	gneg	q26	Path22	-	10	True	117300000	119900000	gneg	0	Path22 : 10	10	q26	gneg	16448441	71295081.0
Path23 : 11	1	135069566	q25	gneg	q25	Path23	+	11	False	130900000	135069565	gneg	0	Path23 : 11	11	q25	gneg	4169565	67534783.5
Path24 : 11	1	135069566	q25	gneg	q25	Path24	-	11	False	130900000	135069565	gneg	0	Path24 : 11	11	q25	gneg	4169565	67534783.5
Path25 : 13	1	98310448	q34	gneg	q34	Path25	+	13	True	113524903	114350910	gneg	0	Path25 : 13	13	q34	gneg	4720810	49155224.5
Path26 : 13	1	101316584	q34	gneg	q34	Path26	-	13	True	110510480	113516616	gneg	0	Path26 : 13	13	q34	gneg	3832143	50658292.5
Path27 : 14	1	106873283	q32.33	gneg	q32	Path27	+	14	False	103500000	106873282	gneg	0	Path27 : 14	14	q32	gneg	17573282	53436642.0
Path28 : 14	1	106873283	q32.11	gneg	q32	Path28	-	14	True	89300000	91400000	gneg	0	Path28 : 14	14	q32	gneg	17573282	53436642.0
Path29 : 15	1	101976508	q26.3	gneg	q26	Path29	+	15	True	98000000	101976509	gneg	0	Path29 : 15	15	q26.3	gneg	3976509	50988254.5
Path3 : 2	1	242129254	q37.3	gneg	q37	Path3	+	2	True	236400000	242175920	gneg	0	Path3 : 2	2	q37	gneg	12075920	121064627.5
Path30 : 15	1	101976508	q26.3	gneg	q26	Path30	-	15	False	98000000	101976509	gneg	0	Path30 : 15	15	q26.3	gneg	3976509	50988254.5
Path31 : 16	1	90224750	q24.3	gneg	q24	Path31	+	16	True	88700000	90224751	gneg	0	Path31 : 16	16	q24	gneg	6124751	45112375.5
