0	[0, 1, 2, 3, 4, 5, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 61]
1	[6, 7, 8, 9, 10, 11, 12, 16, 17, 15, 14, 13]
2	[18, 19]
3	[20, 21]
4	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]
5	[36, 37]
6	[38, 39, 40, 41, 42, 43, 44, 45, 46, 47]
7	[48, 49]
8	[62, 63, 64, 65, 66, 67]
9	[68, 69, 82, 81, 80, 83, 84, 85, 86, 87, 88, 89, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70]
10	[90, 91]
11	[92, 93]
12	[94, 95]
13	[96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 112, 113, 111, 110]
14	[114, 115]
15	[116, 117]
16	[118, 119]
17	[120, 121]
18	[122, 123]
19	[124, 125, 126, 127, 128, 129]
20	[130, 131]
21	[132, 133]
