chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248943334	q44	gneg	q44	Path1	+	1	False	243500000	248943333	gneg	0	Path1 : 1	1	q44	gneg	5443333	124471667.5
Path10 : der(2)t(2;5)	1	184002833	q31.1	gneg	q31	Path10	-	2	True	168900000	171280162	gneg	0	Path10 : (2;5)	2	q31	gneg	2380162	92001417.0
Path10 : der(2)t(2;5)	184002833	223767508	q35.1	gneg	q35	Path10	-	5	True	169000000	173300000	gneg	0	Path10 : (2;5)	2	q35	gneg	12472714	203885170.5
Path11 : 3	1	198230597	q29	gneg	q29	Path11	+	3	False	192600000	198230596	gneg	0	Path11 : 3	3	q29	gneg	5630596	99115299.0
Path12 : 3	1	198230597	q29	gneg	q29	Path12	-	3	False	192600000	198230596	gneg	0	Path12 : 3	3	q29	gneg	5630596	99115299.0
Path13 : 6	1	170619628	q27	gneg	q27	Path13	+	6	True	164100000	170737419	gneg	0	Path13 : 6	6	q27	gneg	6637419	85309814.5
Path14 : 6	1	183110175	q27	gneg	q27	Path14	-	6	False	164100000	170737419	gneg	0	Path14 : 6	6	q27	gneg	6637419	91555088.0
Path15 : 7	1	159334985	q36.3	gneg	q36	Path15	+	7	False	155200000	159334984	gneg	0	Path15 : 7	7	q36	gneg	11134984	79667493.0
Path16 : 7	1	159334985	q36.1	gneg	q36	Path16	-	7	True	148200000	152800000	gneg	0	Path16 : 7	7	q36	gneg	11134984	79667493.0
Path17 : 8	1	144971408	q24.3	gneg	q24	Path17	+	8	True	138900000	145074239	gneg	0	Path17 : 8	8	q24.3	gneg	6174239	72485704.5
Path18 : 8	1	148740403	q24.3	gneg	q24	Path18	-	8	False	138900000	145074239	gneg	0	Path18 : 8	8	q24.3	gneg	6174239	74370202.0
Path19 : 9	1	138334465	q34.3	gneg	q34	Path19	+	9	False	134500000	138334464	gneg	0	Path19 : 9	9	q34	gneg	10834464	69167233.0
Path2 : 1	1	248943334	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : 1	1	q44	gneg	5443333	124471667.5
Path20 : 9	1	138334465	q34.11	gneg	q34	Path20	-	9	True	127500000	130600000	gneg	0	Path20 : 9	9	q34	gneg	10834464	69167233.0
Path21 : 10	1	133785265	q26.3	gneg	q26	Path21	+	10	True	128800000	133785266	gneg	0	Path21 : 10	10	q26	gneg	16485266	66892633.0
Path22 : 10	1	133785265	q26.11	gneg	q26	Path22	-	10	True	117300000	119900000	gneg	0	Path22 : 10	10	q26	gneg	16485266	66892633.0
Path23 : 11	1	135069566	q25	gneg	q25	Path23	+	11	False	130900000	135069565	gneg	0	Path23 : 11	11	q25	gneg	4169565	67534783.5
Path24 : 11	1	135069566	q25	gneg	q25	Path24	-	11	False	130900000	135069565	gneg	0	Path24 : 11	11	q25	gneg	4169565	67534783.5
Path25 : 12	1	133243520	q24.31	gneg	q24	Path25	-	12	True	120300000	124293920	gneg	0	Path25 : 12	12	q24.3	gneg	12963242	66621760.5
Path26 : 12	1	133243520	q24.33	gneg	q24	Path26	+	12	True	128700000	133263960	gneg	0	Path26 : 12	12	q24.3	gneg	12963242	66621760.5
Path27 : 12	1	8969323	q24.31	gneg	q24	Path27	-	12	True	124294638	125400000	gneg	2	Path27 : 12	12	q24.3	gneg	8969322	4484662.0
Path28 : 13	1	114352103	q34	gneg	q34	Path28	+	13	False	109600000	114352102	gneg	0	Path28 : 13	13	q34	gneg	4752102	57176052.0
