0	[0, 1, 2, 3, 4, 53, 52, 51, 50, 54, 55, 5]
1	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]
2	[28, 29, 30, 31, 32, 33, 34, 35]
3	[36, 37, 38, 39, 40, 41, 42, 43]
4	[44, 45, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 47, 48, 49, 46, 63, 62]
5	[56, 57, 58, 59, 60, 61]
6	[74, 75]
7	[76, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 79]
8	[96, 97]
9	[98, 99]
10	[100, 101]
11	[102, 103, 104, 105]
12	[106, 107, 108, 109, 110, 111]
13	[112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125]
14	[126, 127]
15	[128, 129]
16	[130, 131]
17	[132, 133]
18	[134, 135]
19	[136, 137]
20	[138, 139]
