[24, 25, 26, 27, 28, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 35, 34, 33, 32, 31, 30, 29, 60, 59, 58, 57, 56, 55, 54, 53, 52, 61, 62, 63, 36, 37, 79, 80, 81, 77, 76, 78]
(25, 24, 2, 'S')
(25, 26, 1, 'R')
(25, 78, 1, 'SV')
(27, 26, 2, 'S')
(26, 79, 1, 'SV')
(27, 28, 2, 'R')
(28, 64, 1, 'SV')
(28, 29, 3, 'S')
(65, 64, 2, 'S')
(63, 64, 1, 'R')
(65, 66, 1, 'R')
(36, 65, 1, 'SV')
(67, 66, 2, 'S')
(35, 66, 1, 'SV')
(67, 68, 1, 'R')
(67, 69, 1, 'SV')
(69, 68, 2, 'S')
(68, 70, 1, 'SV')
(69, 70, 1, 'R')
(70, 71, 2, 'S')
(71, 72, 1, 'R')
(71, 74, 1, 'SV')
(72, 73, 1, 'S')
(73, 74, 1, 'R')
(74, 75, 2, 'S')
(35, 34, 2, 'S')
(35, 36, 1, 'R')
(33, 34, 1, 'R')
(34, 59, 1, 'SV')
(33, 32, 3, 'S')
(33, 60, 2, 'SV')
(31, 32, 3, 'R')
(30, 31, 3, 'S')
(29, 30, 3, 'R')
(59, 60, 1, 'R')
(60, 61, 3, 'S')
(58, 59, 2, 'S')
(57, 58, 1, 'R')
(54, 58, 1, 'SV')
(56, 57, 3, 'S')
(55, 56, 3, 'R')
(54, 55, 3, 'S')
(53, 54, 2, 'R')
(53, 52, 2, 'S')
(61, 62, 2, 'R')
(63, 62, 2, 'S')
(36, 37, 2, 'S')
(79, 80, 1, 'R')
(79, 78, 2, 'S')
(80, 81, 2, 'S')
(77, 80, 1, 'SV')
(77, 76, 2, 'S')
(77, 78, 1, 'R')
(57, 57, 1, 'SV')
