chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248943332	q44	gneg	q44	Path1	+	1	True	243500000	248943333	gneg	0	Path1 : 1	1	q44	gneg	5443333	124471666.5
Path10 : 4	1	190202565	q35.2	gpos25	q35	Path10	+	4	False	186200000	190202564	gneg	0	Path10 : 4	4	q35	gneg	7902564	95101283.0
Path11 : 4	1	190202565	q35.1	gneg	q35	Path11	-	4	True	182300000	186200000	gpos25	0	Path11 : 4	4	q35	gneg	7902564	95101283.0
Path12 : 6	1	169821056	q27	gneg	q27	Path12	+	6	True	164100000	170739897	gneg	0	Path12 : 6	6	q27	gneg	6639897	84910528.5
Path13 : 7	1	159334984	q36.3	gneg	q36	Path13	+	7	True	155200000	159334984	gneg	0	Path13 : 7	7	q36	gneg	11134984	79667492.5
Path14 : der(13)t(7;13)	1	99037412	q32.1	gneg	q32	Path14	-	13	True	94400000	97500000	gneg	0	Path14 : (13;7)	13	q32	gneg	4637412	49518706.5
Path14 : der(13)t(7;13)	99037412	172373112	q36.1	gneg	q36	Path14	-	7	True	148200000	152800000	gneg	0	Path14 : (13;7)	13	q36	gneg	11134984	135705262.0
Path15 : 13	1	108581865	q34	gneg	q34	Path15	+	13	True	109600000	114352102	gneg	0	Path15 : 13	13	q34	gneg	4752102	54290933.0
Path16 : der(7)t(7;13)	1	85999284	q21.11	gpos100	q21	Path16	-	7	True	77900000	85999283	gpos100	0	Path16 : (7;13)	7	q21	gpos100	8099283	42999642.5
Path16 : der(7)t(7;13)	85999284	107084209	q34	gneg	q34	Path16	-	13	False	109600000	114352102	gneg	0	Path16 : (7;13)	7	q34	gneg	4752102	96541746.5
Path17 : 8	1	144993276	q24.3	gneg	q24	Path17	+	8	True	138900000	145074239	gneg	0	Path17 : 8	8	q24.3	gneg	6174239	72496638.5
