0	[0, 1]
1	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]
2	[24, 25]
3	[26, 27, 28, 29, 30, 31]
4	[32, 33]
5	[34, 35, 80, 81, 82, 83, 37, 36, 79, 78, 38, 39]
6	[40, 41]
7	[42, 43, 44, 45, 46, 47, 48, 49]
8	[50, 51]
9	[52, 53, 54, 55, 56, 57, 58, 59, 60, 61]
10	[62, 63]
11	[64, 65, 66, 67, 68, 69, 72, 73, 74, 75, 71, 70]
12	[76, 77]
13	[84, 85]
14	[86, 87, 88, 89, 90, 91, 92, 93]
15	[94, 95]
16	[96, 97]
17	[98, 99]
18	[100, 101]
19	[102, 103]
20	[104, 105]
21	[106, 107]
22	[108, 109]
