chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248943334	q44	gneg	q44	Path1	+	1	False	243500000	248943333	gneg	0	Path1 : 1	1	q44	gneg	5443333	124471667.5
Path10 : 5	1	181472715	q35.1	gneg	q35	Path10	-	5	True	169000000	173300000	gneg	0	Path10 : 5	5	q35	gneg	12472714	90736358.0
Path11 : 6	1	170739896	q27	gneg	q27	Path11	+	6	True	164100000	170739897	gneg	0	Path11 : 6	6	q27	gneg	6639897	85369948.5
Path12 : der(14)t(6;14)	1	46262182	q21.1	gpos100	q21	Path12	-	14	True	37400000	43000000	gneg	0	Path12 : (6;14)	14	q21	gpos100	8862181	23131091.5
Path12 : der(14)t(6;14)	46262182	142657450	q27	gneg	q27	Path12	-	6	False	164100000	170739897	gneg	0	Path12 : (6;14)	14	q27	gneg	6639897	94459816.0
Path13 : der(14)t(6;14)	1	45334722	q21.2	gneg	q21	Path13	+	14	False	43000000	45334721	gpos100	0	Path13 : (14;6)	14	q21	gpos100	7934721	22667361.5
Path13 : der(14)t(6;14)	45334722	46668078	q13	gneg	q13	Path13	+	6	True	73011272	74344628	gneg	0	Path13 : (14;6)	14	q13	gneg	1333356	46001400.0
Path13 : der(14)t(6;14)	46668078	107279177	q32.33	gneg	q32	Path13	+	14	True	103500000	106873282	gneg	0	Path13 : (14;6)	14	q32	gneg	17573282	76973627.5
Path14 : der(6)t(6;14)	1	73011272	q13	gneg	q13	Path14	-	6	True	69200000	73011271	gneg	0	Path14 : (6;14)	6	q13	gneg	3811271	36505636.5
Path14 : der(6)t(6;14)	73011272	134549831	q32.11	gneg	q32	Path14	-	14	True	89300000	91400000	gneg	0	Path14 : (6;14)	6	q32	gneg	17573282	103780551.5
Path15 : 7	1	159334985	q36.3	gneg	q36	Path15	+	7	False	155200000	159334984	gneg	0	Path15 : 7	7	q36	gneg	11134984	79667493.0
Path16 : 7	1	159334985	q36.1	gneg	q36	Path16	-	7	True	148200000	152800000	gneg	0	Path16 : 7	7	q36	gneg	11134984	79667493.0
Path17 : 8	1	145076126	q24.3	gneg	q24	Path17	+	8	False	138900000	145076125	gneg	0	Path17 : 8	8	q24.3	gneg	6176125	72538063.5
Path18 : 8	1	145076126	q24.3	gneg	q24	Path18	-	8	False	138900000	145076125	gneg	0	Path18 : 8	8	q24.3	gneg	6176125	72538063.5
Path19 : 9	1	138334465	q34.3	gneg	q34	Path19	+	9	False	134500000	138334464	gneg	0	Path19 : 9	9	q34	gneg	10834464	69167233.0
Path2 : 1	1	248943334	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : 1	1	q44	gneg	5443333	124471667.5
Path20 : 9	1	138334465	q34.11	gneg	q34	Path20	-	9	True	127500000	130600000	gneg	0	Path20 : 9	9	q34	gneg	10834464	69167233.0
Path21 : 10	1	133750897	q26.3	gneg	q26	Path21	+	10	True	128800000	133778994	gneg	0	Path21 : 10	10	q26	gneg	16478994	66875449.0
