chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248943333	q44	gneg	q44	Path1	+	1	True	243500000	248943333	gneg	0	Path1 : 1	1	q44	gneg	5443333	124471667.0
Path10 : 4	1	192585881	q35.1	gneg	q35	Path10	-	4	True	182300000	186200000	gpos25	0	Path10 : 4	4	q35	gneg	7896474	96292941.0
Path11 : 5	1	181433090	q35.3	gneg	q35	Path11	+	5	True	177100000	181466351	gneg	0	Path11 : 5	5	q35	gneg	12466351	90716545.5
Path12 : der(5)t(5;7)	1	25879086	p15.3	gneg	p15	Path12	-	7	True	20900000	25500000	gpos50	0	Path12 : (5;7)	5	p15	gneg	4979086	12939543.5
Path12 : der(5)t(5;7)	25879086	187202755	q35.1	gneg	q35	Path12	-	5	True	169000000	173300000	gneg	0	Path12 : (5;7)	5	q35	gneg	12466351	106540920.5
Path13 : 7	1	151446841	q36.3	gneg	q36	Path13	+	7	True	155200000	159334984	gneg	0	Path13 : 7	7	q36	gneg	11134984	75723421.0
Path14 : der(7)t(5;7)	1	23136435	p14.3	gpos100	p14	Path14	-	5	True	18400000	23156358	gpos100	0	Path14 : (7;5)	7	p14	gpos100	4756358	11568218.0
Path14 : der(7)t(5;7)	23136435	164480474	q36.1	gneg	q36	Path14	-	7	True	148200000	152800000	gneg	0	Path14 : (7;5)	7	q36	gneg	11134984	93808454.5
Path15 : 6	1	170739898	q27	gneg	q27	Path15	+	6	False	164100000	170739897	gneg	0	Path15 : 6	6	q27	gneg	6639897	85369949.5
Path16 : 6	1	170739898	q27	gneg	q27	Path16	-	6	False	164100000	170739897	gneg	0	Path16 : 6	6	q27	gneg	6639897	85369949.5
Path17 : 8	1	145076126	q24.3	gneg	q24	Path17	+	8	False	138900000	145076125	gneg	0	Path17 : 8	8	q24.3	gneg	6176125	72538063.5
Path18 : 8	1	145076126	q24.3	gneg	q24	Path18	-	8	False	138900000	145076125	gneg	0	Path18 : 8	8	q24.3	gneg	6176125	72538063.5
Path19 : 9	1	138334465	q34.3	gneg	q34	Path19	+	9	False	134500000	138334464	gneg	0	Path19 : 9	9	q34	gneg	10834464	69167233.0
Path2 : 21	1	37943020	q22.3	gneg	q22	Path2	+	21	True	41200000	46697230	gneg	0	Path2 : 21	21	q22	gneg	16497230	18971510.5
Path20 : 9	1	138334465	q34.11	gneg	q34	Path20	-	9	True	127500000	130600000	gneg	0	Path20 : 9	9	q34	gneg	10834464	69167233.0
Path21 : 10	1	133785263	q26.3	gneg	q26	Path21	+	10	True	128800000	133785266	gneg	0	Path21 : 10	10	q26	gneg	16485266	66892632.0
Path22 : 10	1	133785263	q26.11	gneg	q26	Path22	-	10	True	117300000	119900000	gneg	0	Path22 : 10	10	q26	gneg	16485266	66892632.0
Path23 : 11	1	134981330	q25	gneg	q25	Path23	+	11	True	130900000	135068991	gneg	0	Path23 : 11	11	q25	gneg	4168991	67490665.5
Path24 : 11	1	138967711	q25	gneg	q25	Path24	-	11	False	130900000	135068991	gneg	0	Path24 : 11	11	q25	gneg	4168991	69483856.0
Path25 : 12	1	133263961	q24.33	gneg	q24	Path25	+	12	False	128700000	133263960	gneg	0	Path25 : 12	12	q24.3	gneg	12963960	66631981.0
Path26 : 12	1	133263961	q24.31	gneg	q24	Path26	-	12	True	120300000	125400000	gneg	0	Path26 : 12	12	q24.3	gneg	12963960	66631981.0
Path27 : 13	1	114352103	q34	gneg	q34	Path27	+	13	False	109600000	114352102	gneg	0	Path27 : 13	13	q34	gneg	4752102	57176052.0
Path28 : 13	1	114352103	q34	gneg	q34	Path28	-	13	False	109600000	114352102	gneg	0	Path28 : 13	13	q34	gneg	4752102	57176052.0
Path29 : 14	1	106873283	q32.33	gneg	q32	Path29	+	14	False	103500000	106873282	gneg	0	Path29 : 14	14	q32	gneg	17573282	53436642.0
Path3 : 21	1	46697229	q22.11	gneg	q22	Path3	-	21	True	30200000	34400000	gneg	0	Path3 : 21	21	q22	gneg	16497230	23348615.0
Path30 : 14	1	106873283	q32.11	gneg	q32	Path30	-	14	True	89300000	91400000	gneg	0	Path30 : 14	14	q32	gneg	17573282	53436642.0
Path31 : 15	1	101976508	q26.3	gneg	q26	Path31	+	15	True	98000000	101976509	gneg	0	Path31 : 15	15	q26.3	gneg	3976509	50988254.5
Path32 : 15	1	101976508	q26.3	gneg	q26	Path32	-	15	False	98000000	101976509	gneg	0	Path32 : 15	15	q26.3	gneg	3976509	50988254.5
Path33 : 16	1	90224752	q24.3	gneg	q24	Path33	+	16	False	88700000	90224751	gneg	0	Path33 : 16	16	q24	gneg	6124751	45112376.5
Path34 : 16	1	90224752	q24.1	gneg	q24	Path34	-	16	True	84100000	87000000	gneg	0	Path34 : 16	16	q24	gneg	6124751	45112376.5
Path35 : 17	1	83141183	q25.3	gneg	q25	Path35	+	17	True	78192672	83240673	gneg	0	Path35 : 17	17	q25	gneg	10338795	41570592.0
Path36 : 17	1	83141183	q25.1	gneg	q25	Path36	-	17	True	72900000	76800000	gneg	0	Path36 : 17	17	q25	gneg	10338795	41570592.0
Path37 : 17	1	78093182	q25.3	gneg	q25	Path37	+	17	True	77200000	78190794	gneg	0	Path37 : 17	17	q25	gneg	5290794	39046591.5
Path38 : 18	1	80256375	q23	gneg	q23	Path38	+	18	False	75400000	80256374	gneg	0	Path38 : 18	18	q23	gneg	4856374	40128188.0
