chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248920364	q44	gneg	q44	Path1	+	1	True	245926078	248942320	gneg	0	Path1 : 1	1	q44	gneg	5442318	124460182.5
Path10 : 3	1	196904068	q29	gneg	q29	Path10	-	3	False	192600000	198217553	gneg	0	Path10 : 3	3	q29	gneg	5617553	98452034.5
Path11 : 4	1	379801843	q35.1	gneg	q35	Path11	-	4	True	182300000	186200000	gpos25	0	Path11 : 4	4	q35	gneg	7896474	189900922.0
Path12 : 5	1	181472713	q35.3	gneg	q35	Path12	+	5	True	177100000	181472714	gneg	0	Path12 : 5	5	q35	gneg	12472714	90736357.0
Path13 : der(16)t(5;16)	1	60753803	q21	gpos100	q21	Path13	-	16	True	57300000	60142777	gpos100	0	Path13 : (16;5)	16	q21	gpos100	3453804	30376902.0
Path13 : der(16)t(5;16)	60753803	95163155	q35.1	gneg	q35	Path13	-	5	True	169000000	173300000	gneg	0	Path13 : (16;5)	16	q35	gneg	12472714	77958479.0
Path14 : der(16)t(5;16)	1	60142776	q21	gpos100	q21	Path14	+	16	True	57300000	60142777	gpos100	0	Path14 : (16;5)	16	q21	gpos100	2842777	30071388.5
Path14 : der(16)t(5;16)	60142776	60865943	q32	gpos75	q32	Path14	+	5	True	146340194	147063361	gpos75	0	Path14 : (16;5)	16	q32	gpos25	723167	60504359.5
Path14 : der(16)t(5;16)	60865943	90336888	q24.3	gneg	q24	Path14	+	16	True	88700000	90224751	gneg	0	Path14 : (16;5)	16	q24	gneg	6124751	75601415.5
Path15 : der(5)t(5;16)	1	146340194	q32	gpos75	q32	Path15	-	5	True	145100000	146340193	gpos75	0	Path15 : (5;16)	5	q32	gpos25	1240193	73170097.5
Path15 : der(5)t(5;16)	146340194	176422166	q24.1	gneg	q24	Path15	-	16	True	84100000	87000000	gneg	0	Path15 : (5;16)	5	q24	gneg	6124751	161381180.0
Path16 : 6	1	170739896	q27	gneg	q27	Path16	+	6	True	164100000	170739897	gneg	0	Path16 : 6	6	q27	gneg	6639897	85369948.5
Path17 : 6	1	170739896	q27	gneg	q27	Path17	-	6	False	164100000	170739897	gneg	0	Path17 : 6	6	q27	gneg	6639897	85369948.5
Path18 : 8	1	145076126	q24.3	gneg	q24	Path18	+	8	False	138900000	145076125	gneg	0	Path18 : 8	8	q24.3	gneg	6176125	72538063.5
Path19 : 8	1	145076126	q24.3	gneg	q24	Path19	-	8	False	138900000	145076125	gneg	0	Path19 : 8	8	q24.3	gneg	6176125	72538063.5
Path2 : der(7)t(1;7)	1	138461936	q33	gpos50	q33	Path2	-	7	True	132900000	136596514	gpos50	0	Path2 : (7;1)	7	q33	gpos75	5561935	69230968.5
Path2 : der(7)t(1;7)	138461936	141478178	q44	gneg	q44	Path2	-	1	False	245926078	248942320	gneg	0	Path2 : (7;1)	7	q44	gneg	3016242	139970057.0
Path20 : 9	1	138334463	q34.3	gneg	q34	Path20	+	9	True	134500000	138334464	gneg	0	Path20 : 9	9	q34	gneg	10834464	69167232.0
Path21 : 9	1	138334463	q34.11	gneg	q34	Path21	-	9	True	127500000	130600000	gneg	0	Path21 : 9	9	q34	gneg	10834464	69167232.0
Path22 : 10	1	133785265	q26.3	gneg	q26	Path22	+	10	True	128800000	133785266	gneg	0	Path22 : 10	10	q26	gneg	16485266	66892633.0
Path23 : 10	1	133785265	q26.11	gneg	q26	Path23	-	10	True	117300000	119900000	gneg	0	Path23 : 10	10	q26	gneg	16485266	66892633.0
Path24 : 11	1	135069566	q25	gneg	q25	Path24	+	11	False	130900000	135069565	gneg	0	Path24 : 11	11	q25	gneg	4169565	67534783.5
Path25 : 11	1	135069566	q25	gneg	q25	Path25	-	11	False	130900000	135069565	gneg	0	Path25 : 11	11	q25	gneg	4169565	67534783.5
Path26 : 12	1	133228467	q24.33	gneg	q24	Path26	+	12	True	128700000	133258008	gneg	0	Path26 : 12	12	q24.3	gneg	12958008	66614234.0
Path27 : 12	1	134254363	q24.31	gneg	q24	Path27	-	12	True	120300000	125400000	gneg	0	Path27 : 12	12	q24.3	gneg	12958008	67127182.0
Path28 : 14	1	106873283	q32.33	gneg	q32	Path28	+	14	False	103500000	106873282	gneg	0	Path28 : 14	14	q32	gneg	17573282	53436642.0
