chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248943332	q44	gneg	q44	Path1	+	1	True	243500000	248943333	gneg	0	Path1 : 1	1	q44	gneg	5443333	124471666.5
Path10 : 4	1	183081633	q35.1	gneg	q35	Path10	-	4	True	182300000	186200000	gpos25	0	Path10 : 4	4	q35	gneg	7896474	91540817.0
Path11 : 5	1	181472713	q35.3	gneg	q35	Path11	+	5	True	177100000	181472714	gneg	0	Path11 : 5	5	q35	gneg	12472714	90736357.0
Path12 : der(8)t(5;8)	1	61171717	q12.1	gpos50	q12	Path12	-	8	True	54600000	60600000	gneg	0	Path12 : (5;8)	8	q12	gpos50	6571717	30585859.0
Path12 : der(8)t(5;8)	61171717	155388614	q35.1	gneg	q35	Path12	-	5	True	169000000	173300000	gneg	0	Path12 : (5;8)	8	q35	gneg	12472714	108280165.5
Path13 : dic(8;5)	1	52987204	q11.23	gneg	q11	Path13	+	8	False	51700000	52987203	acen	1	Path13 : (8;5)	8	q11.2	gneg	5787203	26493602.5
Path13 : dic(8;5)	52987204	61156536	q14.3	gpos100	q14	Path13	+	5	True	83500000	87255816	gpos50	1	Path13 : (8;5)	8	q14	gpos100	8169332	57071870.0
Path13 : dic(8;5)	61156536	233555105	q11.23	gneg	q11	Path13	-	8	True	52987204	54600000	gneg	1	Path13 : (8;5)	8	q11.2	gneg	1612796	147355820.5
Path13 : dic(8;5)	233555105	312641588	p15.33	gneg	p15	Path13	-	5	True	0	4400000	gneg	1	Path13 : (8;5)	8	p15.3	gneg	9900000	273098346.5
Path14 : 7	1	159313045	q36.3	gneg	q36	Path14	+	7	True	155200000	159329464	gneg	0	Path14 : 7	7	q36	gneg	11129464	79656523.0
Path15 : 7	1	161944801	q36.1	gneg	q36	Path15	-	7	True	148200000	152800000	gneg	0	Path15 : 7	7	q36	gneg	11129464	80972401.0
