chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path1 : 1	1	248943331	q44	gneg	q44	Path1	+	1	True	243500000	248943333	gneg	0	Path1 : 1	1	q44	gneg	5443333	124471666.0
Path10 : 4;9	1	14910846	p15.33	gpos50	p15	Path10	-	4	True	11300000	14728582	gpos50	2	Path10 : (9;4)	9	p15.3	gpos100	3625420	7455423.5
Path10 : 4;9	14910846	51364271	q34.11	gneg	q34	Path10	-	9	True	127500000	130600000	gneg	2	Path10 : (9;4)	9	q34	gneg	10826093	33137558.5
Path11 : 5	1	181378271	q35.3	gneg	q35	Path11	+	5	True	181308173	181466351	gneg	0	Path11 : 5	5	q35	gneg	12460169	90689136.0
Path12 : 5	1	392411	p15.33	gneg	p15	Path12	-	5	True	19924	254156	gneg	2	Path12 : 5	5	p15.3	gneg	234232	196206.0
Path13 : 6	1	170739896	q27	gneg	q27	Path13	+	6	True	164100000	170739897	gneg	0	Path13 : 6	6	q27	gneg	6639897	85369948.5
Path14 : 6	1	170739896	q27	gneg	q27	Path14	-	6	False	164100000	170739897	gneg	0	Path14 : 6	6	q27	gneg	6639897	85369948.5
Path15 : 7	1	159312358	q36.3	gneg	q36	Path15	+	7	True	155200000	159329464	gneg	0	Path15 : 7	7	q36	gneg	11129464	79656179.5
Path16 : 7	1	166093416	q36.1	gneg	q36	Path16	-	7	True	148200000	152800000	gneg	0	Path16 : 7	7	q36	gneg	11129464	83046708.5
Path17 : 8	1	145076126	q24.3	gneg	q24	Path17	+	8	False	138900000	145076125	gneg	0	Path17 : 8	8	q24.3	gneg	6176125	72538063.5
Path18 : 8	1	145076126	q24.3	gneg	q24	Path18	-	8	False	138900000	145076125	gneg	0	Path18 : 8	8	q24.3	gneg	6176125	72538063.5
Path19 : 10	1	133785267	q26.3	gneg	q26	Path19	+	10	False	128800000	133785266	gneg	0	Path19 : 10	10	q26	gneg	16485266	66892634.0
Path2 : 1	1	251294242	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : 1	1	q44	gneg	5443333	125647121.5
Path20 : 10	1	133785267	q26.11	gneg	q26	Path20	-	10	True	117300000	119900000	gneg	0	Path20 : 10	10	q26	gneg	16485266	66892634.0
Path21 : 11	1	135069566	q25	gneg	q25	Path21	+	11	False	130900000	135069565	gneg	0	Path21 : 11	11	q25	gneg	4169565	67534783.5
Path22 : 11	1	135069566	q25	gneg	q25	Path22	-	11	False	130900000	135069565	gneg	0	Path22 : 11	11	q25	gneg	4169565	67534783.5
Path23 : 12	1	133263961	q24.33	gneg	q24	Path23	+	12	False	128700000	133263960	gneg	0	Path23 : 12	12	q24.3	gneg	12963960	66631981.0
